Bassett, Richard 
Forsythe, Edwin Bell
Hall, Katie Beatrice
Hance, Kent Ronald
Hansen, George Vernon
Harrison, Frank Girard
Hecht, Jacob Chic
Hightower, Jack English
Jackson, Henry Martin
Kazen, Abraham 
Kogovsek, Raymond Peter
Levitas, Elliott Harris
Long, Clarence Dickinson
Marriott, David Daniel
Martin, James Grubbs
McDonald, Lawrence Patton
McNulty, James Francis
Melcher, John 
Minish, Joseph George
Ottinger, Richard Lawrence
Patman, William Neff
Patterson, Jerry Mumford
Perkins, Carl Dewey
Pritchard, Joel McFee
Proxmire, William 
Ratchford, William Richard
Robinson, James Kenneth
Rosenthal, Benjamin Stanley
Sawyer, Harold Samuel
Shannon, James Michael
Stafford, Robert Theodore
Stennis, John Cornelius
Trible, Paul Seward
Vandergriff, Tommy Joe
Washington, Harold 
Weicker, Lowell Palmer
Williams, Lyle 
Winn, Edward Lawrence
Won Pat, Antonio Borja
Zablocki, Clement John
Zorinsky, Edward 
Addabbo, Joseph Patrick
Armstrong, William Lester
Barnes, Michael Darr
Bedell, Berkley Warren
Boschwitz, Rudolph Eli
Campbell, Carroll Ashmore
Carney, William 
Chappie, Eugene A.
Cobey, William Wilfred
Eckert, Fred J.
Edgar, Robert William
Evans, Thomas Cooper
Fiedler, Bobbi 
Franklin, William Webster
Fuqua, Don 
Grotberg, John 
Hall, Sam Blakeley
Hartnett, Thomas Forbes
Heftel, Cecil Landau
Hendon, William Martin
Hillis, Elwood Haynes
Holt, Marjorie Sewell
Humphrey, Gordon John
Jones, James Robert
Kindness, Thomas Norman
Kramer, Kenneth Bentley
Loeffler, Thomas Gilbert
Long, Catherine Small
Long, Gillis William
Lundine, Stanley Nelson
McClure, James Albertus
McKernan, John Rettie
Mitchell, Parren James
Monson, David Smith
Moore, William Henson
O’Brien, George Miller
O’Neill, Thomas Phillip
Rudd, Eldon Dean
Seiberling, John Frederick
Siljander, Mark Deli
Snyder, Marion Gene
Strang, Michael Lathrop
Waldon, Alton R.
Weaver, James Howard
Whitehurst, George William
Whitley, Charles Orville
Young, Robert Anton
Zschau, Edwin Van Wyck
Sanford, James Terry
Broyhill, James Thomas
Adams, Brockman 
Badham, Robert Edward
Biaggi, Mario 
Boland, Edward Patrick
Boner, William Hill
Bonker, Don Leroy
Boulter, Eldon Beau
Burton, Sala Galante
Chappell, William Venroe
Cranston, Alan 
Daniel, Wilbur Clarence
Daub, Harold "John
Davis, Jack 
DioGuardi, Joseph J.
Dixon, Alan John
Dowdy, Charles Wayne
Duncan, John James
Fowler, Wyche 
Garn, Edwin Jacob
Gray, Kenneth James
Howard, James John
Jones, Ed 
Karnes, David Kemp
Kasten, Robert Walter
Kemp, Jack French
Konnyu, Ernest Leslie
Latta, Delbert Leroy
Lowry, Michael Edward
Luján, Manuel 
MacKay, Kenneth Hood
McKinney, Stewart Brett
Mica, Daniel Andrew
Nichols, William Flynt
Price, Charles Melvin
Quayle, James Danforth
Rodino, Peter Wallace
Roemer, Charles Elson
Rudman, Warren Bruce
St. Germain, Fernand Joseph
Stratton, Samuel Studdiford
Sunia, Fofó Iosefa Fiti
Sweeney, David McCann
Swindall, Patrick Lynn
Symms, Steven Douglas
Taylor, Gene 
Wirth, Timothy E.
Wortley, George Cornelius
Bates, Jim 
Bentsen, Lloyd Millard
Boggs, Corinne Claiborne
Bosco, Douglas Harry
Brennan, Joseph Edward
Buechner, John William
Burdick, Quentin Northrup
Cheney, Richard Bruce
Clarke, James McClure
Coelho, Anthony Lee
Courter, James Andrew
Crockett, George William
Danforth, John Claggett
DeConcini, Dennis Webster
Douglas, Charles Gywnne
Durenberger, David Ferdinand
Dyson, Royden Patrick
Fauntroy, Walter Edward
Flippo, Ronnie Gene
Florio, James Joseph
Frenzel, William Eldridge
Garcia, Robert 
Grant, James William
Hawkins, Augustus Freeman
Heinz, Henry John
Hiler, John Patrick
Kastenmeier, Robert William
Leath, James Marvin
Leland, George Thomas
Luken, Thomas Andrew
Lukens, Donald Edgar
Martin, Lynn Morley
Matsunaga, Spark Masayuki
Metzenbaum, Howard Morton
Mitchell, George John
Molinari, Guy Victor
Morrison, Bruce Andrew
Nielson, Howard Curtis
Parris, Stanford E.
Pashayan, Charles 
Pepper, Claude Denson
Riegle, Donald Wayne
Robinson, Tommy Franklin
Rowland, John 
Saiki, Patricia Fukuda
Sasser, James Ralph
Schneider, Claudine 
Schuette, Bill 
Shumway, Norman David
Smith, Dennis Alan
Smith, Larkin I.
Smith, Peter P.
Smith, Virginia Dodd
Stangeland, Arlan Ingehart
Tauke, Thomas Joseph
Walgren, Douglas 
Wallop, Malcolm 
Whittaker, Robert Russell
Wilson, Pete 
Wright, James Claude
Bush, George Herbert Walker
Alexander, William Vollie
Anderson, Glenn Malcolm
Annunzio, Frank 
Anthony, Beryl Franklin
Atkins, Chester Greenough
AuCoin, Les 
Barnard, Druie Douglas
Bartlett, Harry Stephen
Bennett, Charles Edward
Blaz, Ben Garrido
Boren, David Lyle
Bradley, William Warren
Broomfield, William S.
Brown, George Hanks
Bruce, Terry Lee
Bustamante, Albert Garza
Byron, Beverly Barton Butcher
Chandler, Rodney Dennis
Cohen, William Sebastian
Coleman, Earl Thomas
Colorado, Antonio J.
Conte, Silvio Ottavio
Coughlin, Robert Lawrence
Cox, John W.
Dannemeyer, William Edwin
Davis, Robert William
Dickinson, William Louis
Donnelly, Brian Joseph
Downey, Thomas Joseph
Dwyer, Bernard James
Dymally, Mervyn Malcolm
Early, Joseph Daniel
Eckart, Dennis Edward
Edwards, Marvin Henry
Erdreich, Ben 
Exon, J. James
Fascell, Dante Bruno
Feighan, Edward Farrell
Fuster, Jaime B.
Gaydos, Joseph Matthew
Gore, Albert Arnold
Gray, William Herbert
Green, Sedgwick William
Guarini, Frank Joseph
Hammerschmidt, John Paul
Harris, Claude 
Hatcher, Charles Floyd
Hatfield, Mark Odom
Hayes, Charles Arthur
Heflin, Howell Thomas
Hertel, Dennis Mark
Holloway, Clyde Cecil
Hopkins, Larry Jones
Horn, Joan Kelly
Horton, Frank Jefferson
Hubbard, Carroll 
Huckaby, Thomas Jerald
Ireland, Andrew Poysell
James, Craig T.
Jenkins, Edgar Lanier
Johnston, John Bennett
Jones, Ben 
Jones, Walter Beaman
Jontz, James Prather
Kassebaum, Nancy Landon
Kolter, Joseph Paul
Kostmayer, Peter Houston
Lagomarsino, Robert John
Lehman, William 
Lent, Norman Frederick
Levine, Meldon Edises
Lowery, William David
Luken, Charles J.
Madigan, Edward Rell
Marlenee, Ronald Charles
Martin, David O’Brien
Mavroules, Nicholas James
McEwen, Bob 
McGrath, Raymond Joseph
McHugh, Matthew Francis
McMillen, Charles Thomas
Miller, Clarence E.
Miller, John Ripin
Moody, Jim 
Morrison, Sidney Wallace
Mrazek, Robert Jan
Nagle, David Ray
Nichols, Richard 
Nowak, Henry James
Nunn, Samuel Augustus
Oakar, Mary Rose
Olin, James R.
Owens, Douglas Wayne
Patterson, Elizabeth J.
Pease, Donald James
Pell, Claiborne de Borda
Perkins, Carl Christopher
Pressler, Larry Lee
Pryor, David Hampton
Pursell, Carl Duane
Ray, Richard Belmont
Rhodes, John Jacob
Rinaldo, Matthew John
Ritter, Donald Lawrence
Roe, Robert A.
Roybal, Edward Ross
Russo, Martin Anthony
Savage, Gus 
Scheuer, James Haas
Schulze, Richard Taylor
Seymour, John 
Sikorski, Gerald Edward
Simon, Paul Martin
Simpson, Alan Kooi
Slaughter, Daniel French
Smith, Lawrence Jack
Solarz, Stephen Joshua
Staggers, Harley Orrin
Stallings, Richard Howard
Tallon, Robert Mooneyhan
Thomas, Robert Lindsay
Traxler, Jerome Bob
Udall, Morris King
Vander Jagt, Guy Adrian
Weber, John Vincent
Weiss, Theodore S.
Wofford, Harris 
Wolpe, Howard Eliot
Wylie, Chalmers Pangburn
Yatron, Gus 
Burdick, Jocelyn Birch
Andrews, Michael Allen
Andrews, Thomas Hiram
Applegate, Douglas Earl
Aspin, Leslie 
Bacchus, James 
Barca, Peter William
Barlow, Thomas J.
Bentley, Helen Delich
Bilbray, James Hubert
Blackwell, Lucien Edward
Brooks, Jack Bascom
Bumpers, Dale 
Byrne, Leslie Larkin
Carr, Milton Robert
Coppersmith, Samuel G.
D’Amato, Alfonse Marcello
Darden, George 
Derrick, Butler Carson
Dole, Robert Joseph
Edwards, William Donlon
English, Glenn Lee
English, Karan 
Espy, Albert Michael
Faircloth, Duncan McLauchlin
Fingerhut, Eric D.
Fish, Hamilton 
Foley, Thomas Stephen
Ford, Wendell Hampton
Ford, William David
Gallo, Dean Anderson
Glenn, John Herschel
Glickman, Daniel Robert
Gradison, Willis David
Grandy, Frederick Lawrence
Hamburg, Daniel 
Henry, Paul B.
Hoagland, Peter D.
Hochbrueckner, George Joseph
Huffington, Michael 
Hughes, William John
Hutto, Earl Dewitt
Johnson, Clete Donald
Kempthorne, Dirk 
Klein, Herbert C.
Kopetski, Michael J.
Kreidler, Myron Bradford
Krueger, Robert Charles
LaRocco, Larry 
Lancaster, H. Martin
Lehman, Richard Henry
Levy, David A.
Lewis, Thomas F.
Lloyd, Marilyn Laird
Long Thompson, Jill Lynette
Machtley, Ronald K.
Mann, David Scott
Margolies-Mezvinsky, Marjorie 
Mathews, Harlan 
Mazzoli, Romano Louis
McCandless, Alfred A.
McCloskey, Francis Xavier
McCurdy, David Keith
McMillan, John "Alexander
Michel, Robert Henry
Moseley Braun, Carol 
Murphy, Austin John
Natcher, William Huston
Neal, Stephen Lybrook
Packwood, Robert William
Panetta, Leon Edward
Penny, Timothy Joseph
Pickle, James Jarrell
Ravenel, Arthur 
Ridge, Thomas Joseph
Rostenkowski, Daniel David
Rowland, James Roy
Sangmeister, George Edward
Sarpalius, William 
Schenk, Lynn 
Sharp, Philip Riley
Shepherd, Karen 
Slattery, James Charles
Smith, Neal Edward
Sundquist, Donald Kenneth
Swett, Richard 
Swift, Allan Byron
Synar, Michael Lynn
Unsoeld, Jolene 
Valentine, Itimous "Thaddeus
Washington, Craig Anthony
Wheat, Alan Dupree
Whitten, Jamie Lloyd
de Lugo, Ron 
Abraham, Spencer 
Ashcroft, John 
Baker, William P.
Beilenson, Anthony Charles
Bevill, Tom 
Blute, Peter I.
Brewster, William K.
Browder, John Glen
Bryan, Richard H.
Bryant, John Wiley
Bunn, Jim 
Chafee, John Hubbard
Chapman, Jim 
Chrysler, Dick 
Clinger, William Floyd
Coleman, Ronald D’Emory
Collins, Barbara-Rose 
Collins, Cardiss 
Cooley, Wes 
Cremeans, Frank 
Dornan, Robert Kenneth
Emerson, Norvell William
Fields, Cleo 
Fields, Jack Milton
Flanagan, Michael P.
Ford, Harold Eugene
Franks, Gary A.
Frazer, Victor O.
Frisa, Dan 
Funderburk, David 
Geren, Preston M.
Gibbons, Sam Melville
Gorton, T. Slade
Grams, Rod 
Gunderson, Steven Craig
Hancock, Melton D.
Hayes, James Allison
Heineman, Fred 
Hoke, Martin R.
Jacobs, Andrew 
Johnston, Harry A.
Kerrey, J. Robert
Laughlin, Gregory H.
Lightfoot, James Ross
Longley, James 
Mack, Connie 
Martini, William J.
Meyers, Jan 
Mineta, Norman Yoshio
Montgomery, Gillespie V.
Moorhead, Carlos John
Moynihan, Daniel Patrick
Myers, John Thomas
Orton, William 
Payne, Lewis Franklin
Peterson, Douglas Brian
Quillen, James Henry
Reynolds, Mel 
Robb, Charles S.
Rose, Charles Grandison
Roth, Toby A.
Roth, William V.
Schroeder, Patricia Scott
Seastrand, Andrea 
Studds, Gerry Eastman
Tate, Randy J.
Thornton, Raymond Hoyt
Torkildsen, Peter Gerard
Tucker, Walter R.
Volkmer, Harold Lee
Vucanovich, Barbara Farrell
Greene Waldholtz, Enid 
Walker, Robert Smith
Ward, Michael Delavan
Williams, John Patrick
Wilson, Charles 
Zeliff, William H.
Zimmer, Richard 
de la Garza, Eligio II
Frahm, Sheila 
Baesler, Henry Scott
Bono, Sonny 
Capps, Walter Holden
Christensen, Jon Lynn
Cleland, J. Maxwell
Dellums, Ronald Vernie
Fawell, Harris W.
Fazio, Victor Herbert
Flake, Floyd Harold
Foglietta, Thomas Michael
Fox, Jon D.
Furse, Elizabeth 
Gingrich, Newton Leroy
González, Henry Barbosa
Gramm, Phil 
Hamilton, Lee Herbert
Hefner, Willie Gathrel
Helms, Jesse 
Hutchinson, Tim 
Johnson, Jay W.
Kennedy, Joseph Patrick
Kennelly, Barbara Bailey
Kim, Jay 
Klug, Scott L.
Manton, Thomas J.
McDade, Joseph Michael
McHale, Paul F.
Molinari, Susan 
Neumann, Mark W.
Pappas, Michael James
Parker, Michael 
Paxon, L. William
Poshard, Glenn 
Redmond, William Thomas
Richardson, William Blaine
Riggs, Frank D.
Romero-Barceló, Carlos 
Schaefer, Daniel 
Schiff, Steven Harvey
Skaggs, David Evans
Smith, Robert 
Smith, Linda 
Smith, Robert Freeman
Snowbarger, Vincent K.
Solomon, Gerald Brooks Hunt
Stokes, Louis 
Tejeda, Frank Mariano
Thompson, Fred 
Thurmond, J. Strom
Torres, Esteban Edward
Torricelli, Robert 
Wellstone, Paul David
White, Richard Alan
Yates, Sidney Richard
Archer, Bill 
Barrett, Bill 
Bateman, Herbert H.
Bliley, Tom 
Breaux, John B.
Brown, George E.
Campbell, Ben Nighthorse
Campbell, Tom 
Canady, Charles T.
Chenoweth-Hage, Helen 
Clay, William Lacy
Cook, Merrill 
Coverdell, Paul D.
Danner, Pat 
Daschle, Thomas A.
Dickey, Jay 
Dixon, Julian C.
Edwards, John Reid
Ewing, Thomas W.
Fitzgerald, Peter G.
Forbes, Michael P.
Fowler, Tillie K.
Franks, Bob 
Gejdenson, Sam 
Goodling, William F.
Graham, Bob 
Hill, Rick 
Hollings, Ernest F.
Kasich, John R.
Klink, Ron 
Kuykendall, Steven T.
Lazio, Rick A.
Livingston, Robert Linligthgow
Martínez, Matthew G.
McCollum, Bill 
McIntosh, David M.
Metcalf, Jack 
Minge, David 
Murkowski, Frank H.
Nickles, Don 
Packard, Ron 
Pease, Edward A.
Pickett, Owen B.
Porter, John Edward
Rogan, James E.
Vento, Bruce F.
Weygand, Robert A.
Wise, Robert E.
Miller, Zell Bryan
Allen, George Felix
Armey, Richard K.
Baldacci, John 
Barcia, James A.
Barr, Bob 
Barrett, Thomas M.
Bentsen, Ken 
Blagojevich, Rod 
Bonior, David E.
Borski, Robert A.
Bryant, Ed 
Burns, Conrad 
Callahan, H. L.
Carnahan, Jean 
Chafee, Lincoln D.
Clayton, Eva 
Clement, Robert 
Condit, Gary 
Cooksey, John 
Corzine, Jon Stevens
Coyne, William J.
Dayton, Mark 
DeWine, Michael 
Ehrlich, Robert L.
Frist, William H.
Ganske, Greg 
Gekas, George W.
Gilman, Benjamin 
Grucci, Felix 
Hall, Tony P.
Hansen, James V.
Hilleary, Van 
Hilliard, Earl F.
Horn, Stephen 
Hutchinson, Asa 
Jeffords, James M.
Kerns, Brian 
LaFalce, John J.
Largent, Steve 
Luther, William 
Maloney, James 
Mascara, Frank 
Meek, Carrie 
Miller, Dan 
Mink, Patsy Takemoto
Moakley, John Joseph
Morella, Constance 
Phelps, David 
Riley, Bob 
Rivers, Lynn 
Roemer, Timothy 
Roukema, Marge 
Santorum, Richard J.
Sarbanes, Paul S.
Sawyer, Thomas C.
Scarborough, Joe 
Schaffer, Bob 
Shows, Ronnie 
Shuster, Elmer Greinert
Sisisky, Norman 
Skeen, Joseph 
Spence, Floyd 
Stump, Robert 
Thurman, Karen 
Traficant, James A.
Underwood, Robert A.
Watkins, Wes 
Watts, J.C. 
Barkley, Dean 
Talent, James M.
Acevedo-Vilá, Aníbal 
Allard, Wayne A.
Ballance, Frank W.
Ballenger, Cass 
Bell, Chris 
Bereuter, Douglas K.
Burns, Max 
Carson, Brad 
Coleman, Norm 
Collins, Michael Allen
Combest, Larry 
Craig, Larry E.
Crane, Philip M.
Deutsch, Peter 
Dole, Elizabeth H.
Domenici, Pete V.
Dooley, Calvin M.
Dunn, Jennifer B.
Fletcher, Ernest Lee
Frost, Jonas 
Gephardt, Richard Andrew
Goss, Porter J.
Greenwood, James C.
Hagel, Charles T.
Hoeffel, Joseph M.
Houghton, Amory 
Janklow, William J.
John, Christopher 
Kleczka, Gerald D.
Lipinski, William O.
Lucas, Kenneth R.
Majette, Denise 
Matsui, Robert T.
McCarthy, Karen 
McInnis, Scott 
Nethercutt, George R.
Ose, Doug 
Quinn, Jack 
Sandlin, Max A.
Schrock, Edward L.
Smith, Gordon Harold
Smith, Nick 
Stenholm, Charles W.
Stevens, Ted F.
Sununu, John E.
Tauzin, William J.
Turner, James 
Warner, John W.
Bayh, Evan 
Beauprez, Bob 
Bennett, Robert F.
Bilirakis, Michael 
Boehlert, Sherwood L.
Bond, Christopher S.
Bonilla, Henry 
Bradley, Jeb E.
Brownback, Samuel D.
Bunning, Jim 
Chocola, Chris 
Cox, C. Christopher
Cunningham, Randall H.
Davis, James 
DeLay, Thomas Dale
Dodd, Christopher J.
Dorgan, Byron L.
Evans, Lane A.
Feingold, Russell D.
Foley, Mark Adam
Ford, Harold E.
Gibbons, James A.
Green, Mark A.
Gregg, Judd A.
Gutknecht, Gilbert W.
Harris, Katherine 
Hart, Melissa A.
Hayworth, John D.
Hefley, Joel 
Hostettler, John Nathan
Hyde, Henry John
Istook, Ernest J.
Jenkins, William Lewis
Johnson, Nancy Lee
Kelly, Sue W.
Kennedy, Mark R.
Kolbe, James T.
Leach, James A.
Lincoln, Blanche Lambert
Martinez, Mel 
McKinney, Cynthia 
Ney, Robert William
Northup, Anne Meagher
Nussle, James Allen
Osborne, Thomas William
Otter, C.L. 
Owens, Major R.
Oxley, Michael G.
Pombo, Richard W.
Ryun, Jim R.
Sabo, Martin Olav
Salazar, Ken 
Schwarz, John J.H.
Shaw, E. Clay
Sherwood, Donald L.
Simmons, Robert Ruhl
Sodrel, Michael E.
Specter, Arlen 
Strickland, Ted 
Sweeney, John E.
Taylor, Charles H.
Thomas, William M.
Voinovich, George V.
Weldon, W. Curtis
Sekula-Gibbs, Shelley 
Allen, Thomas H.
Baker, Richard Hugh
Boyda, Nancy E.
Byrd, Robert C.
Cannon, Christopher B.
Carson, Julia M.
Clinton, Hillary Rodham
Cramer, Robert E.
Cubin, Barbara L.
Davis, David 
Davis, Jo Ann S.
Davis, Thomas M.
Doolittle, John T.
Drake, Thelma D.
Emanuel, Rahm 
English, Philip 
Ensign, John Eric
Everett, Terry 
Feeney, Tom C.
Ferguson, Michael 
Fortuño, Luis G.
Fossella, Vito J.
Gilchrest, Wayne T.
Gillmor, Paul E.
Goode, Virgil H.
Hastert, J. Dennis
Hayes, Robin C.
Hobson, David Lee
Hooley, Darlene 
Hulshof, Kenny C.
Hunter, Duncan L.
Jefferson, William J.
Jindal, Bobby 
Jones, Stephanie Tubbs
Keller, Ric 
Kennedy, Edward M.
Knollenberg, Joseph K.
Kuhl, John R.
LaHood, Ray H.
Lampson, Nicholas V.
Lantos, Tom 
Lewis, Ron 
Lott, Trent 
Mahoney, Tim 
McCrery, James O.
McNulty, Michael R.
Meehan, Martin T.
Millender-McDonald, Juanita 
Musgrave, Marilyn N.
Norwood, Charles W.
Peterson, John E.
Pickering, Charles W.
Porter, Jon Christopher
Pryce, Deborah D.
Ramstad, James M.
Regula, Ralph 
Renzi, Rick 
Reynolds, Thomas M.
Sali, Bill 
Saxton, H. James
Shays, Christopher H.
Tancredo, Thomas G.
Thomas, Craig 
Walsh, James T.
Weldon, David J.
Weller, Gerald C.
Wilson, Heather A.
Wynn, Albert Russell
Cazayoux, Donald J.
Abercrombie, Neil 
Adler, John H.
Arcuri, Michael A.
Baird, Brian N.
Barrett, James Gresham
Bean, Melissa L.
Berry, Robert Marion
Biden, Joseph R.
Boccieri, John A.
Boucher, Frederick C.
Boyd, Allen 
Bright, Bobby 
Brown, Henry E.
Brown-Waite, Virginia 
Buyer, Stephen E.
Cao, Anh 
Carney, Christopher P.
Castle, Michael N.
Childers, Travis W.
Dahlkemper, Kathleen A.
Davis, Artur 
Davis, Lincoln 
Deal, Nathan 
Delahunt, William D.
Diaz-Balart, Lincoln 
Driehaus, Steve 
Edwards, Thomas 
Ehlers, Vernon J.
Ellsworth, Brad 
Etheridge, Bob R.
Fallin, Mary 
Gordon, Barton Jennings
Griffith, Parker 
Hall, John J.
Halvorson, Deborah L.
Hare, Phil 
Herseth Sandlin, Stephanie 
Hill, Baron P.
Hodes, Paul W.
Hoekstra, Peter 
Inglis, Bob 
Kagen, Steve 
Kanjorski, Paul E.
Kennedy, Patrick Joseph
Kilpatrick, Carolyn Cheeks
Kilroy, Mary Jo 
Klein, Ron 
Kosmas, Suzanne M.
Kratovil, Frank 
Linder, John 
Markey, Betsy 
Marshall, James 
Massa, Eric J. J.
McHugh, John M.
McMahon, Michael E.
Meek, Kendrick Brett
Melancon, Charles J.
Minnick, Walter 
Mitchell, Harry E.
Mollohan, Alan B.
Moore, Dennis 
Murphy, Patrick J.
Murtha, John P.
Nye, Glenn C.
Oberstar, James L.
Obey, David Ross
Ortiz, Solomon P.
Perriello, Thomas S. P.
Pomeroy, Earl Ralph
Putnam, Adam H.
Radanovich, George P.
Rodriguez, Ciro D.
Salazar, John Tony
Schauer, Mark H.
Sestak, Joe 
Shadegg, John B.
Skelton, Ike 
Snyder, Victor F.
Solis, Hilda L.
Souder, Mark Edward
Space, Zachary T.
Spratt, John McKee
Stupak, Bart T.
Tanner, John S.
Tauscher, Ellen O.
Taylor, Gene 
Teague, Harry 
Tiahrt, Todd 
Wamp, Zach 
Watson, Diane E.
Wexler, Robert 
Wilson, Charles A.
Burris, Roland 
Kaufman, Edward E.
Murphy, Scott 
LeMieux, George S.
Kirk, Paul G.
Djou, Charles 
Goodwin, Carte P.
Cardoza, Dennis A.
Davis, Geoff 
Giffords, Gabrielle 
Harman, Jane 
Inslee, Jay 
Lee, Christopher John
McCotter, Thaddeus G.
Payne, Donald M.
Weiner, Anthony David
Wu, David 
Jackson, Jesse Louis
Filner, Bob 
Obama, Barack 
Inouye, Daniel K.
Akaka, Daniel Kahikina
Bingaman, Jeff 
Conrad, Kent Kent
Hutchison, Kay Bailey
Kohl, Herbert H.
Lieberman, Joseph I.
Lugar, Richard G.
Nelson, Ben E.
Snowe, Olympia J.
Webb, Jim 
Brown, Scott 
Ackerman, Gary L.
Adams, Sandy 
Akin, W. Todd
Altmire, Jason 
Austria, Steve 
Baca, Joe 
Bartlett, Roscoe G.
Bass, Charles F.
Berg, Rick 
Berkley, Shelley 
Berman, Howard L.
Biggert, Judy 
Bilbray, Brian P.
Bono Mack, Mary Whitaker
Boren, Dan 
Boswell, Leonard L.
Buerkle, Ann Marie 
Burton, Dan L.
Canseco, Francisco 
Carnahan, Russ 
Chandler, Ben 
Clarke, Hansen 
Costello, Jerry F.
Cravaack, Chip 
Critz, Mark S.
Dicks, Norman D.
Dreier, David T.
Frank, Barney 
Gallegly, Elton W.
Gonzalez, Charles A.
Hayworth, Nan 
Herger, Walter 
Hinchey, Maurice D.
Holden, Tim 
Johnson, Timothy V.
Kildee, Dale E.
Kissell, Larry 
Kucinich, Dennis J.
LaTourette, Steven C.
Landry, Jeff M.
Lewis, Jerry 
Lungren, Daniel E.
Mack, Connie 
Manzullo, Donald A.
Miller, R. Bradley
Myrick, Sue W.
Olver, John W.
Paul, Ronald E.
Pence, Mike 
Platts, Todd R.
Quayle, Ben 
Rehberg, Dennis 
Reyes, Silvestre 
Richardson, Laura 
Rivera, David 
